review_bucket,dayzer_bus,pano_bus,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,match_stage,confidence_label,ambiguity_flag,latlon_baseline_pano_bus,graph_aware_pano_bus,review_label,review_notes
medium_confidence,FORMOSA4A,FORMOSA_138KV_1,138,138.2,1.043843608,0.35,0.65,0.8222222222,0.699188377,0.8834156315,propagated,medium,FALSE,FORMOSA_13KV_7,FORMOSA_138KV_1,1,
medium_confidence,PLACEDO2A,PLACEDO_69KV_1,69,69,0.006400100599,0.3652173913,1,0.4,0.7212083617,0.8492700204,propagated,medium,FALSE,PLACEDO_69KV_1,PLACEDO_69KV_1,1,
medium_confidence,TYLRWD_UNIT1,TYLRWIND_34KV_1,34.5,34.5,1.766975532,0.4305555556,1,0.4333333333,0.7189380165,0.8476353719,propagated,medium,FALSE,TYLRWIND_34KV_1,TYLRWIND_34KV_1,1,
medium_confidence,BONDROAD2A,BONDROAD_69KV_1,69,69,6.898362991,0.384,1,0.8,0.7184834972,0.847308118,propagated,medium,FALSE,BONDROAD_69KV_1,BONDROAD_69KV_1,1,
medium_confidence,L_MEVISW8_1Y,MEVISW_138KV_1,138,138,7.881588838,0.4192307692,1,0.8,0.7170978382,0.8463104435,propagated,medium,FALSE,MESAVIEW_138KV_1,MEVISW_138KV_1,1,
medium_confidence,NEWGLF60TP_8,NEW_138KV_1,138,138,4.505983036,0.2608695652,1,0.8,0.7147006044,0.8445844352,propagated,medium,FALSE,MAG_34KV_1,NEW_138KV_1,1,
medium_confidence,LONG_HLLW_5,LONSW_345KV_1,345,345,13.73883424,0.3,1,0.8444444444,0.6448226033,0.8442722743,propagated,medium,FALSE,BRYSNTN_69KV_1,LONSW_345KV_1,-1,
medium_confidence,WARBURTONSW9,WARBURTN_69KV_1,69,69,16.45750733,0.4,1,0.8,0.6417501213,0.8420600873,propagated,medium,FALSE,ORIANA_34KV_1,WARBURTN_69KV_1,-1,
medium_confidence,SHELDN_POI_5,SDN_345KV_1,345,345,13.44819855,0.2608695652,1,0.8666666667,0.6416937892,0.8420195282,propagated,medium,FALSE,PAT_138KV_1,SDN_345KV_1,-1,
medium_confidence,WINKLER,WINKLER_138KV_1,138,138,9.751208197,0.4651515152,1,0.8,0.7105247116,0.8415777923,propagated,medium,FALSE,NATHENRC_138KV_1,WINKLER_138KV_1,1,
