market_index,market_record_id,market_constraint,dayzer_constraint,dayzer_confidence,dayzer_final_score,dayzer_ambiguity_flag,pano_constraint,pano_confidence,pano_final_score,pano_ambiguity_flag
2550,10000468537,LOUDOUN4 500 KV LOUDOUN4 TX1 XFORMER,LOUDOUN4_500 KV_TX2:500/230.Brambleton.TX1,low,0.529545,True,LOUDOUN4 500KV - LOUDOUN4 230KV (LOUDOUN4 500 KV TX1),medium,0.730714,True
2551,10004209207,DESOTO  345 KV  .  1,DESOTO_345 KV_. 1:345/138.Desoto.T2,low,0.683333,True,DESOTO 345KV - DESOTO 138KV (DESOTO 345 KV .  1),medium,0.758333,False
2552,10002164973,EVERETTS 230 KV EVERETTS-GREENVIL 218,,low,0.415714,True,GREENVIL 230KV - EVERETTS 230KV (EVERETTS 230 KV 218),medium,0.821667,False
2553,10000570644,CROZET 230 KV CROZET -BARRCKRD 291B,CROZET_230 KV_291B:L230.Dooms-Charlottesville.233,low,0.565909,True,BARRCKRD 230KV - CROZET 230KV (CROZET 230 KV 291B),high,0.915201,True
2554,10002872246,ALLENJUN138 KV  ALL-ALLE,ALLENJUN_138 KV_ALL-ALLE:ACTUAL,low,0.561429,True,ALLENJUN 138KV - ALLENMOD 138KV (ALLENJUN 138 KV ALL-ALLE),medium,0.737987,True
2555,10018983386,CARTANZA_230KVCAR-MIL_1_LN,,low,0.361364,True,CARTANZA 230KV - MILFORD 230KV (CARTANZA 230 KV CAR-MIL),low,0.533333,True
2556,10000566176,SEWARD 115 KV SEWARD-TOWER51 H1H2 1097,SEWARD_115 KV_SEW-TOW:ACTUAL,low,0.633333,True,SEWARD 115KV - TOWER51 115KV (SEWARD 115 KV SEW-TOW),high,0.890114,False
2557,10000522385,SHENANGO 138 KV SHENANGO 36 CB,,low,0.402381,True,SHENANGO 36           CB       138 KV,high,0.992857,False
2558,10002900807,FLINT-PLYMOUTH 220-47 B 230 KV,FLINT_230 KV_FLI-PLY:ACTUAL,low,0.692045,True,PLYMOUTH 230KV - FLINT 230KV (FLINT 230 KV FLI-PLY),high,0.935128,False
2559,10016982947,GREENWAY230 KV  2188B1,,low,0.415714,True,SHELHORN 230KV - GREENWAY 230KV (GREENWAY 230 KV 2188B1),low,0.647619,True
2560,10002508920,CHARLTSV 230 KV CHARLTSV-PROFITDP 2054B1,CHARLTSV_230 KV_2054B1:ACTUAL,low,0.561429,True,CHARLTSV 230KV - PROFITDP 230KV (CHARLTSV 230 KV 2054B1),high,0.86369,False
2561,10018739024,MARSHRUN230 KV  280A,,low,0.435,True,MARSHRUN 230KV - REMINGTN 230KV (MARSHRUN 230 KV 280A),low,0.647619,True
2562,10000566478,CECIL 138 KV CECIL-GLASGOW 13810,CECIL_138 KV_CEC-GLA:500/230.Conastone.500-4,low,0.692045,True,CECIL 138KV - GLASGOW 138KV (CECIL 138 KV CEC-GLA),high,0.935128,False
2563,10000567136,SHAFFERS 138 KV SHAFFERS-SPRINGDA SP-KV,SHAFFERS_138 KV_SHA-SPR:ACTUAL,low,0.5775,True,SPRINGDA 138KV - SHAFFERS 138KV (SHAFFERS 138 KV SHA-SPR),high,0.856465,False
2564,10016006397,DOEX530 345 KV  DOE-PIE2,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.767143,False,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.855357,False
2565,10015858897,NEWCARLI138 KV  NEW-PLE,NEWCARLI_138 KV_NEW-PLE:ACTUAL,low,0.557792,True,NEWCARLI 138KV - PLETCHER 138KV (NEWCARLI 138 KV NEW-PLE),medium,0.7375,True
2566,10016006397,DOEX530 345 KV  DOE-PIE2,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.767143,False,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.852579,False
2567,10000565451,BRUNNERI 230 KV BRUNNERI-YORKANA 1055,BRUNNERI_230 KV_BRU-YOR:500/230.Conastone.500-4,low,0.663333,True,BRUNNERI 230KV - YORKANA 230KV (BRUNNERI 230 KV BRU-YOR),high,0.893333,False
2568,10002902130,CRES DUQ138 KV  CRE-MTN,CRES DUQ_138 KV_CRE-MTN:ACTUAL,low,0.629487,True,CRES DUQ138 KV  CRE-MTN,medium,0.823214,False
2569,10002384305,NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,,low,0.481905,True,NOTTINGHM 1-3 SER DEV       A  230 KV,high,0.8675,True
2570,10016659330,OLIVE   345 KV  OLI-OLIV,OLIVE_345 KV_OLI-OLIV:ACTUAL,medium,0.807143,False,OLIVUNPA 345KV - OLIVE 345KV (OLIVE 345 KV OLI-OLIV),low,0.550833,True
2571,10018987761,JUNIATA_T3_2304_XF,,low,0.446429,True,,low,0.245,True
2572,10004073341,LOGTOWN 138 KV  LOG-NDEL,LOGTOWN_138 KV_LOG-NDEL:ACTUAL,medium,0.77381,True,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL),high,0.86553,False
2573,10000569236,LEESVILL 138 KV LEESVILL-SMITHMOU,LEESVILL_138 KV_LEE-SMI1:L138.Redeye-SmithMou,low,0.689394,True,SMITHMOU 138KV - LEESVILL 138KV (LEESVILL 138 KV LEE-SMI1),low,0.583333,True
2574,10000565514,ELIMSPOR 230 KV ELIMSPOR-SUNBURY,ELIMSPOR_230 KV_ELI-SUN:ACTUAL,low,0.663333,True,ELIMSPOR 230KV - SUNBURY 230KV (ELIMSPOR 230 KV ELI-SUN),low,0.581795,True
2575,10015882116,HOPEWEL4230 KV  228A,,low,0.326667,True,,low,0.404167,True
2576,10019069178,MTEAGLE_230KV2028A_1_LN,,low,0.238889,True,,low,0.459341,True
2577,10002510696,LINE 69 KV MONR AE-VINELAND 0711-1,MONR AE_69 KV_MON-VINE:L69.Sherman-Vineland.0761,medium,0.754167,True,MONR AE 69KV - VINELAND 69KV (MONR AE 69 KV MON-VINE),high,0.941753,True
2578,10000565711,GRACETON 230 KV GRACETON-SAFEHARB 2303,,low,0.472222,True,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO),low,0.684327,True
2579,10019292337,BURCHESH_230KVBUR-TAL1_1_LN,,low,0.365,True,TALBERT 230KV - BURCHESH 230KV (BURCHESH 230 KV BUR-TAL1),low,0.530769,True
2580,10002885404,PIERC_DK345 KV  PIE-PIE2,PIERC_DK_345 KV_PIE-PIE2:ACTUAL,low,0.629487,True,PIERCE 345KV - PIERC_DK 345KV (PIERC_DK 345 KV PIE-PIE2),medium,0.781111,False
2581,10000571449,MIAMIFOR 138 KV MIAMIFOR-08GRDALE,MIAMIFOR_138 KV_MIA-08G1:ACTUAL,low,0.663333,True,08GRDALE 138KV - MIAMIFOR 138KV (MIAMIFOR 138 KV MIA-08G1),low,0.573333,True
2582,10004181402,CLOVER  230 KV  2068A1,,low,0.433333,True,CLOVER  230 KV  2068A1,high,0.978571,False
2583,10000566795,BURMA 115 KV BURMA-PINEY BA,BURMA_115 KV_BUR-PIN:ACTUAL,low,0.633333,True,BURMA 115KV - PINEY 115KV (BURMA 115 KV BUR-PIN),high,0.889464,False
2584,10016662540,BRUNSWIC230 KV  BUR-MEA,,low,0.351099,True,BRUNSWIC230 KV  BUR-MEA,low,0.647273,True
2585,10018360020,CANYON  230 KV  CAN-NME,CANYON_230 KV_CAN-NME:ACTUAL,medium,0.807143,False,NMESHOPP 230KV - CANYON 230KV (CANYON 230 KV CAN-NME),low,0.550833,True
2586,10003892152,HIGHRIDG-SANDYSPR 2334 A 230 KV,HIGHRIDG_230 KV_HIG-SAN3:ACTUAL,low,0.663333,True,HIGHRIDG230 KV  HIG-SAN3,low,0.535577,True
2587,10002233505,AEP-DOM,AEP-DOM contingency 17 Amos.U1U2U3,low,0.542045,True,AEP-DOM contingency 33,medium,0.720238,True
2588,10001982992,74 KEWAN 138 KV 74 KEWAN L74B1Z3 SER DEV,,low,0.356944,True,74 KEWAN L74B1Z3  SER DEV   B  138 KV,low,0.626364,True
2589,10018421048,HAVILAND69 KV   HAV-NVA,HAVILAND_69 KV_HAV-NVA:ACTUAL,low,0.581429,True,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA),medium,0.749825,True
2590,10017051333,AETNA - PRAXAIR 13805 138 KV L/O WILTON CENTER - DUMONT 765 KV,12204_138 KV_12204 2:L765.Dumont-Wilton Center.11215,low,0.594545,True,Munster 345/138 kV xfmr l/o Dumont-Wilton Center,medium,0.785714,True
2591,10001779804,SUTTON 138 KV SUT-SUT,SUTTON_138 KV_SUT-SUT:ACTUAL,medium,0.71,True,SUTTONTP 138KV - SUTTON 138KV (SUTTON 138 KV SUT-SUT),medium,0.821023,True
2592,10015935635,BAYLY   69 KV   BAY-WES,BAYLY_69 KV_BAY-WES:ACTUAL,medium,0.807143,False,WCAMBRID 69KV - BAYLY 69KV (BAYLY 69 KV BAY-WES),low,0.550833,True
2593,10000568215,ABINGDON 138 KV ABINGDON-CLINCHRI,,low,0.46,True,CLINCHRI 138KV - ABINGDON 138KV (ABINGDON 138 KV ABI-CLI1),medium,0.779089,False
2594,10016824507,LACLEDE STEEL NORTH TAP - GILESPIE 138 KV L/O MAYWOOD - HERLEMAN 345 KV,,low,0.375714,True,Laclede Steel North Tap - Gilespie 138 kV l/o Maywood - Herleman 345 kV,high,0.95,False
2595,10000566472,BRIDGEVI 69 KV BRIDGEVI-TAYLOR 6737-1,BRIDGEVI_69 KV_BRD-TAT:230/138.Milford.AT20,low,0.606667,True,BRIDGEVI 69KV - TAYLOR 69KV (BRIDGEVI 69 KV BRD-TAT),high,0.894524,False
2596,10015879668,SAWMILL 138 KV  SAW-DUB1,SAWMILL_138 KV_SAW-DUB1:ACTUAL,medium,0.77381,True,SAWMILL 138KV - DUBLIN 138KV (SAWMILL 138 KV SAW-DUB1),high,0.8625,False
2597,10018481979,MITTAL-2 - ROXANNA 138KV L/O MITTAL-5 - CHICAGO AVE 138KV,,low,0.492857,True,17LTV2 138KV - 17ROXANA 138KV (17ROXANA 138 KV 17R-17L1),low,0.558485,True
2598,10000566137,LAURELL 115 KV LAURELLAKE-TIFFANY 115 KV,LAURELL_115 KV_LAU-TIF:ACTUAL,low,0.633333,True,TIFFANY 115KV - LAURELL 115KV (LAURELL 115 KV LAU-TIF),high,0.889464,False
2599,10000567994,648 NORR 138 KV 648 NORR-198 DESP 19801,,low,0.476667,True,198 DESP 138KV - 648 NORR 138KV (648 NORR 138 KV 19801),low,0.508333,True
2600,10016855507,NEOGA-CASEYWEST 345 KV L/O NEWTON-CASEY 345 KV,NEOGA 3_345 KV_30309313:Newton-Casey 345 kV,medium,0.7125,True,Holland NW - neoga s l/o Newton-Casey,medium,0.783333,True
2601,10000565936,HUNTERST 115 KV HUNTERST-LINCOLN 962,,low,0.472222,True,HUNTERST115 KV  HUN-LIN,high,0.85763,True
2602,10017143033,BELVOIR 230 KV  220B,BELVOIR_230 KV_220B:L230.Ox-VirginiaHills.248B + SR1,low,0.538889,True,FRANCONA 230KV - BELVOIR 230KV (BELVOIR 230 KV 220B),medium,0.81875,False
2603,10018995137,EVERTSUB_115KVEVE-STR_1_LN,,low,0.361364,True,STROY 115KV - EVERTSUB 115KV (EVERTSUB 115 KV EVE-STR),low,0.533333,True
2604,10000570042,HARWGATE 230 KV HARWGATE-LOCKS 205C,,low,0.495714,True,LOCKS 230KV - HARWGATE 230KV (HARWGATE 230 KV 205C),high,0.86125,False
2605,10017072884,YORKANA 230 KV  BANK 1,YORKANA_230 KV_BANK 1:500/230.Conastone.500-4,medium,0.77,True,YORKANA 230KV - YORKANA 115KV (YORKANA 230 KV BANK 1),medium,0.830357,False
2606,10000566614,LUMSPOND 138 KV LUMSPOND-REYBOLD,LUMSPOND_138 KV_LUM-REY:ACTUAL,low,0.633333,True,REYBOLD 138KV - LUMSPOND 138KV (LUMSPOND 138 KV LUM-REY),high,0.892212,False
2607,10002924699,CONASTON-GRACETON 2323 B 230 KV,CONASTON_230 KV_CNS-GRA:L230.Conastone-Graceton.2324,low,0.694156,True,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CNS-GRA),high,0.892212,True
2608,10018978203,SHAWVILL_T6_115BNK1A-S_XF,,low,0.297902,True,,low,0.490303,True
2609,10002700859,SAXTON 115 KV SAX-SNA,SAXTON_115 KV_SAX-SNA:ACTUAL,medium,0.77381,True,SAXTON  115 KV  SAX-SNA,high,0.925455,False
2610,10002422364,HAYES_FE 345 KV HAYES_FE TR1 XFORMER,HAYES_FE_345 KV_TR1:ACTUAL,low,0.637879,True,HAYES_FE 345KV - HAYES_FE 138KV (HAYES_FE 345 KV TR1),medium,0.775714,False
2611,10015994921,63 SAWYE138 KV  1322 2,,low,0.216667,True,63 SAWYE138 KV  1322 6,low,0.639286,True
2612,10019158600,COLU_PL_230KVCOL-MON_1_LN,,low,0.462727,True,,low,0.323077,True
2613,10015857171,GENMOTOR115 KV  GEN-NOR2,,low,0.334722,True,GENMOTOR115 KV  GEN-NOR2,low,0.666071,True
2614,10004212655,MILLBROO138 KV  MIL-SIN1,MILLBROO_138 KV_MIL-SIN1:ACTUAL,low,0.596429,True,,low,0.417222,True
2615,10000565919,GERMANTO 115 KV GERMANTO-STRABAN 998,GERMANTO_115 KV_GER-STR:ACTUAL,low,0.633333,True,STRABAN 115KV - GERMANTO 115KV (GERMANTO 115 KV GER-STR),high,0.892212,False
2616,10018887233,BEAUMEAD230 KV  BEA-DTC,BEAUMEAD_230 KV_BEA-DTC:L230.Brambleton-PolandRoad.2183,low,0.522222,True,BEAUMEAD 230KV - DTC 230KV (BEAUMEAD 230 KV BEA-DTC),medium,0.775604,False
2617,10000469020,MIAMIFOR 345 KV MIAMIFOR 9 XFORMER,,low,0.435,True,MIAMIFOR 9        XFORMER   H  345 KV,low,0.689698,True
2618,10018999192,20_BRAID_345KV2001_1_LN,,low,0.326667,True,,low,0.241667,True
2619,10000467711,TIDD_AEP 345 KV TIDD_AEP B-P XFORMER,TIDD_AEP_345 KV_C-P:ACTUAL,low,0.637879,True,TIDD_AEP 345KV - TIDD_AEP 1KV (TIDD_AEP 345 KV B-P),medium,0.775714,True
2620,10002498398,CONASTON 230 KV CON-GRAC,CONASTON_230 KV_CON-GRAC:500/230.WaughChapel.500-4,low,0.680357,True,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CON-GRAC),medium,0.830714,False
2621,10016031343,BELMON  138 KV  BEL-CHA,BELMON_138 KV_BEL-CHA:ACTUAL,medium,0.767143,False,BELMON 138KV - CHARLERO 138KV (BELMON 138 KV BEL-CHA),high,0.86369,False
2622,10002404664,DELAWARE138 KV DEL-HYA1,DELAWARE_138 KV_DEL-HYA1:ACTUAL,low,0.565873,True,HYATTCS 138KV - DELAWARE 138KV (DELAWARE 138 KV DEL-HYA1),medium,0.733333,True
2623,10017194557,OHIOCENT-SCOSHOCT OHI-SCO1  A  138 KV,OHIOCENT_138 KV_OHI-SCO1:ACTUAL,low,0.6875,True,OHIOCENT 138KV - SCOSHOCT 138KV (OHIOCENT 138 KV OHI-SCO1),high,0.930392,False
2624,10002236350,BETHEL-RIVERTON RLU B 138 KV,BETHEL_138 KV_BET-RIVU:L500.MtStorm-Valley.550,low,0.59026,True,RIVERTON 138KV - BETHEL 138KV (BETHEL 138 KV BET-RIVU),high,0.889464,False
2625,10019096831,BELLEHAV_69KVBEL-TAS_1_LN,,low,0.391667,True,,low,0.218182,True
2626,10018820145,DUMONT-STILLWELL 345 KV L/O DUMONT-WILTON 765 KV,STILLWEL_345 KV_. 1:Dumont-Stillwell 345 kV,low,0.565873,True,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,0.728788,True
2627,10000565529,FRACKVIL 230 KV FRACKVIL-SIEGFRIE,FRACKVIL_230 KV_FRA-SIE:ACTUAL,low,0.633333,True,FRACKVIL 230KV - SIEGFRIE 230KV (FRACKVIL 230 KV FRA-SIE),high,0.892212,False
2628,10016882789,SUGARCREEK-DRESSER 345KV L/O CAYUGA-BK10 345-230KV,,low,0.468571,True,SugarCreek-Dresser 345kV l/o Cayuga-BK10 345-230kV,high,0.95,False
2629,10000566891,EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH,EDGEWATE_138 KV_EDG-VAS:ACTUAL,low,0.571212,True,VASCOTAP 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-VAS),low,0.512381,True
2630,10018996796,ERIES_T2_345NO8TX_XF,,low,0.361364,True,,low,0.426667,True
2631,10001779404,TRENTON2 138 KV TRENTON2-HUTCHING TIE,TRENTON2_138 KV_TRE-HUT1:ACTUAL,low,0.582857,True,TRENTON2 138KV - HUTCHING 138KV (TRENTON2 138 KV TRE-HUT1),medium,0.846651,False
2632,10017414509,1 LASALL345 KV  0101,,low,0.225,True,1 LASALL345 KV  0103,medium,0.796667,False
2633,10016986427,BEXLEY  138 KV  BEX-STC1,BEXLEY_138 KV_BEX-STC1:345/138.Beatty.3,medium,0.807143,False,BEXLEY 138KV - STCLAIR2 138KV (BEXLEY 138 KV BEX-STC1),high,0.865,False
2634,10004215213,PLYWOOD 115 KV  151A,PLYWOOD_115 KV_151A:ACTUAL,medium,0.72,True,SEDGEHIL 115KV - PLYWOOD 115KV (PLYWOOD 115 KV 151A),medium,0.816667,False
2635,10019065528,ASPENSLR_115KVASP-SHAD_1_LN,,low,0.358333,True,SHADEGAP 115KV - ASPENSLR 115KV (ASPENSLR 115 KV ASP-SHAD),low,0.535294,True
2636,10016447630,TRISTATE138 KV  TRI-CHA2,TRISTATE_138 KV_TRI-CHA2:ACTUAL,low,0.596429,True,,low,0.42,True
2637,10000565947,JACK ME 230 KV JACK ME-TMI 1051,JACK ME_230 KV_JAC-TMI:ACTUAL,medium,0.794444,True,TMI 230KV - JACK ME 230KV (JACK ME 230 KV JAC-TMI),high,0.935128,True
2638,10000493409,143 WOLF 138 KV 143 WOLF BT1-2 CB 138KV,,low,0.326786,True,15518 138KV - 132 GARD 138KV (15518 138 KV 15518 2),low,0.509388,True
2639,10015745371,GARRETAP-GARRETT B 115 KV,GARRETAP_115 KV_GAR-GAR:ACTUAL,low,0.561429,True,GARRETAP 115KV - GARRETT 115KV (GARRETAP 115 KV GAR-GAR),high,0.866721,False
2640,10000570495,RESTON 230 KV RESTON -DULLES 2015A,RESTON_230 KV_2015A:L230.Brambleton-PolandRoad.2183,low,0.565909,True,DULLES 230KV - RESTON 230KV (RESTON 230 KV 2015A),high,0.915201,False
2641,10004294062,BROADFO2138 KV  BRO-SAL1,BROADFO2138 KV BRO-SAL2 VirginiaCity.U1,low,0.511364,True,BROADFO2138 KV  BRO-SAL2,low,0.587363,True
2642,10002900125,SAXTON-THREESPR 2K 1062 A 115 KV,SAXTON_115 KV_SAX-THR:ACTUAL,low,0.629487,True,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,0.887778,False
2643,10000566100,GLADE 230 KV GLADE-WARREN GES 2088,GLADE_230 KV_GLA-WAR:ACTUAL,low,0.633333,True,GLADE 230KV - WARREN 230KV (GLADE 230 KV GLA-WAR),high,0.889464,False
2644,10019568693,BASIN_230KV259A_1_LN,,low,0.238889,True,,low,0.475,True
2645,10000565958,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,MIDDLJCT_115 KV_MID-YOR7:ACTUAL,low,0.62619,True,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),high,0.885769,False
2646,10000565959,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,low,0.62619,True,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),high,0.885769,False
2647,10019318374,ROBERTOE_138KVROB-02D1_1_LN,,low,0.391667,True,,low,0.218182,True
2648,10000468755,DOOMS4 500 KV DOOMS4 TX9 XFORMER,DOOMS4_500 KV_TX9:L500.Dooms-Valley.549,low,0.565909,True,DOOMS4 500KV - DOOMS4 230KV (DOOMS4 500 KV TX9),medium,0.765604,True
2649,10016432828,CEDARCRE230 KV  CED-SIL,CEDARCRE_230 KV_CED-SIL:ACTUAL,low,0.596429,True,,low,0.497222,True
2650,10003893245,NEWTON 345/138 TR L/O NEWTON - CASEY 345 KV,NEWTON 3_345 KV_TR2:Newton-Casey 345 kV,low,0.578571,True,Mt Vernon 345/138 TR l/o Casey - Newton 345 kV,medium,0.763333,True
2651,10019393749,19906_138KV199-KEN6_1_LN,,low,0.326667,True,,low,0.241667,True
2652,10004177767,SHAWVILL115 KV  BNK 1A-S,SHAWVILL_115 KV_BNK 1A-S:ACTUAL,low,0.633333,True,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S),medium,0.786071,False
2653,10000566594,KEENEY 500 KV KEENEY-ROCKSPRI 5025,KEENEY_500 KV_KEE-ROC:ACTUAL,low,0.692045,True,ROCKSPRI 500KV - KEENEY 500KV (KEENEY 500 KV KEE-ROC),high,0.935128,False
2654,10016431295,OX4      H1T539       CB       500 KV,,low,0.388889,True,OX4      H1T539       CB       500 KV,high,0.983333,False
2655,10018408713,BERLNLK 138 KV  BER-NILE,BERLNLK_138 KV_BER-NILE:L345.Wellsville-Sammis,low,0.683333,True,NILES 138KV - BERLNLK 138KV (BERLNLK 138 KV BER-NILE),high,0.86369,False
2656,10000466268,SHAWVILL 230 KV SHAWVILL BNK 1A-P XFORMER,SHAWVILL_230 KV_BNK 1A-P:ACTUAL,medium,0.706061,True,SHAWVILL230 KV  BNK 1A-P,low,0.565238,True
2657,10016030806,PIERCE  345 KV  PIE-DEA1,PIERCE_345 KV_PIE-DEA1:L345.TannersCreek-MiamiFort,low,0.683333,True,DEARBORN 345KV - PIERCE 345KV (PIERCE 345 KV PIE-DEA1),high,0.860357,True
2658,10000566079,ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],low,0.508333,True,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),medium,0.7325,True
2659,10017292413,IRONBRI4230 KV  208A,,low,0.265714,True,CHESTER4 230KV - IRONBRI4 230KV (IRONBRI4 230 KV 208A),low,0.503333,True
2660,10000571400,FOSTER2 345 KV FOSTER2-PIERCE,FOSTER2_345 KV_FOS-PIE1:ACTUAL,medium,0.726389,True,FOSTER2 345 KV  FOS-PIE1,low,0.594286,True
2661,10002891212,MALISZEW765 KV  1,,low,0.225,True,MALISZEW765 KV  1,low,0.6375,True
2662,10016743805,POWERTON - TOWERLINE 138 KV L/O NELSON - ELECTRIC JUNCITON 345 KV,,low,0.46,True,15627-Glidden 138 kV l/o Nelson-Electric Jct 345 kV,medium,0.728788,True
2663,10004212883,WESTGLOW138 KV  WES-WUR,WESTGLOW_138 KV_WES-WUR:ACTUAL,low,0.565873,True,WESTGLOW 138KV - WURNO 138KV (WESTGLOW 138 KV WES-WUR),medium,0.738333,True
2664,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.586154,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.849218,True
2665,10000571400,FOSTER2 345 KV FOSTER2-PIERCE,FOSTER2_345 KV_FOS-PIE1:ACTUAL,low,0.692045,True,PIERC_DK 345KV - FOSTER2 345KV (FOSTER2 345 KV FOS-PIE1),medium,0.7825,False
2666,10016017601,ELIMA   138 KV  ELI-HAV1,ELIMA_138 KV_ELI-HAV1:ACTUAL,medium,0.77381,True,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),high,0.8625,False
2667,10000565069,LAKENELS 230 KV LAKENELS-MIDDLESE I1023-3,LAKENELS_230 KV_LAK-MID:ACTUAL,low,0.58,True,MIDDLESE 230KV - LAKENELS 230KV (LAKENELS 230 KV LAK-MID),high,0.855844,False
2668,10002168620,TRENTON2 138 KV TRENTON2-HUSTON 3281,TRENTON2_138 KV_HUS-TRE:ACTUAL,low,0.663333,True,HUSTON 138KV - TRENTON2 138KV (TRENTON2 138 KV HUS-TRE),low,0.579697,True
2669,10004211978,SWLIMA  138 KV  SWL-WMO1,SWLIMA_138 KV_SWL-WMO1:ACTUAL,medium,0.767143,False,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,0.860357,False
2670,10019564886,BASIN_230KV2065A_1_LN,,low,0.238889,True,,low,0.475,True
2671,10016048685,MILLWDPL230 KV  MIL-SAK,MILLWDPL_230 KV_MIL-SAK:500/230.Conastone.500-4,low,0.561429,True,SAKRON 230KV - MILLWDPL 230KV (MILLWDPL 230 KV MIL-SAK),medium,0.737987,True
2672,10016743650,BYRON-CHERRY VALLEY 0622 345 L/O BYRON-CHERRY VALLEY 0621 345,,low,0.487879,True,Cherry Valley 345/138 TR83 l/o Byron-Cherry Valley 0621 345,medium,0.746154,True
2673,10015892086,NAMPTON 138 KV  NHA-SIE1,NAMPTON_138 KV_NHA-SIE1:ACTUAL,medium,0.807143,False,SIEGFRIE 138KV - NAMPTON 138KV (NAMPTON 138 KV NHA-SIE1),low,0.5475,True
2674,10018731929,ALTAVSTA69 KV   35A1,,low,0.183333,True,ALTAVSTA69 KV   35A1,low,0.653333,True
2675,10016937577,LANESVIL-INTERSTATE 138 L/O BROKAW-MTPULASKI 345,,low,0.162626,True,,low,0.365,True
2676,10019536375,WHITAKER_115KV1001B_1_LN,,low,0.238889,True,,low,0.459341,True
2677,10000566138,LENOX 115 KV LENOX-NMESHOPP NML 1090,,low,0.463333,True,NMESHOPP 115KV - LENOX 115KV (LENOX 115 KV LEN-NME),medium,0.736966,True
2678,10017121594,185 TOLL138 KV  7902-2,,low,0.172222,True,144 WAYN138 KV  TR84CT-S,low,0.511905,True
2679,10000466336,CHALKPT 500 KV CHALKPT 500-6T XFORMER,CHALKPT_500 KV_500-6T:ACTUAL,low,0.627778,True,CHALKPT 500KV - CHALKPT 230KV (CHALKPT 500 KV 500-6T),medium,0.774176,False
2680,10017129382,BENSONDP115 KV  BEN-COOL,BENSONDP_115 KV_BEN-COOL:ACTUAL,low,0.561429,True,COOLSPR 115KV - BENSONDP 115KV (BENSONDP 115 KV BEN-COOL),medium,0.737987,True
2681,10004219702,GARRETAP-PENNMAR 1059 B 115 KV,GARRETAP_115 KV_GAR-PEN:ACTUAL,low,0.663333,True,PENNMAR 115KV - GARRETAP 115KV (GARRETAP 115 KV GAR-PEN),low,0.582436,True
2682,10016894148,BRUNSWIC230 KV  BRU-MEA,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,low,0.561429,True,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA),medium,0.737987,True
2683,10017125044,ETOWANDA-HILLSIDE 2002 TIE  A   230 KV,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],low,0.515,True,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),medium,0.733333,True
2684,10017092428,CHALKPT 500 KV  CHA-CHE,CHALKPT_500 KV_CHA-CHE:L500.Brambleton-GooseCreek.558,low,0.683333,True,CHALKPT 500KV - CHELTENH 500KV (CHALKPT 500 KV CHA-CHE),high,0.86369,False
2685,10016006397,DOEX530 345 KV  DOE-PIE2,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.757143,False,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.854167,False
