market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
7713 138 KV 7713 2,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,0.2,0.0,0.0,1.0,0.5,0.2,True
7713 138 KV 7713 2,dayzer,BERGEN_138 KV_REAC1339:ACTUAL,low,0.2,0.0,0.0,1.0,0.5,0.2,True
CHARLTSV230 KV  291C,pano,CHARLTSV 230KV - BARRCKRD 230KV (CHARLTSV 230 KV 291C),medium,0.5952,0.3333,1.0,1.0,0.2857,0.5278,False
CHARLTSV230 KV  291C,dayzer,CHARLTSV_230 KV_291C:L500.Elmont-Cunningham.553,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
185 TOLL138 KV  7903-2,pano,111 ELEC138 KV  TR81CT-S,medium,0.45,0.0,1.0,1.0,0.5,0.44,True
185 TOLL138 KV  7903-2,dayzer,PINEYGRO138 KV AT2 North Salisbury-Mount Herman (6726) 69 KV line,low,0.2,0.0,0.0,1.0,0.5,0.1833,True
BEATTY  138 KV  BEA-DEA,pano,DEERCR 138KV - BEATTY 138KV (BEATTY 138 KV BEA-DEA),medium,0.5917,0.75,0.0,1.0,0.6667,0.5433,True
BEATTY  138 KV  BEA-DEA,dayzer,BEATTY_138 KV_BEA-DEA:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.4,False
133 ROCK138 KV TR77 34,pano,133 ROCK138 KV  7411 2,medium,0.55,0.6667,0.0,1.0,0.6667,0.55,True
133 ROCK138 KV TR77 34,dayzer,107 DIXO_138 KV_TR77:ACTUAL,low,0.4167,0.4,0.0,1.0,0.6667,0.4167,True
LORETTO 138 KV LORETTO-PINEYGRO 13777,pano,LORETTO 138KV - PINEYGRO 138KV (LORETTO 138 KV LOR-PIN),high,0.9214,0.8889,1.0,1.0,0.7692,0.7964,False
LORETTO 138 KV LORETTO-PINEYGRO 13777,dayzer,LORETTO_138 KV_LOR-PIN:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.5056,True
MIAMIFOR 345 KV MIAMIFOR-TERMINAL,pano,MIAMIFOR 345KV - TERMINAL 345KV (MIAMIFOR 345 KV MIA-TER1),medium,0.6227,0.8,0.0,1.0,0.7273,0.575,True
MIAMIFOR 345 KV MIAMIFOR-TERMINAL,dayzer,MIAMIFOR_345 KV_MIA-TER1:L345.EastBend-Terminal,medium,0.5136,0.7273,0.0,1.0,0.0,0.5119,True
SPURLOCK345 KV  XFT12,pano,SPURLOCK345 KV  SPU-STU,low,0.39,0.4,0.0,1.0,0.4,0.3833,True
SPURLOCK345 KV  XFT12,dayzer,SPURLOCK_345 KV_XFT12:ACTUAL,low,0.4167,0.4,0.0,1.0,0.6667,0.2167,False
BRAMBLET-POLANDRD 2183A     B  230 KV,pano,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A),high,0.8952,0.8571,1.0,1.0,0.6667,0.6452,False
BRAMBLET-POLANDRD 2183A     B  230 KV,dayzer,POLANDRD_230 KV_2183A:500/230.PleasantView.T3,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
MAHANSLA 138 KV MAHANS LANE-TIDD,pano,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),high,0.7827,0.6154,1.0,1.0,0.75,0.6917,False
MAHANSLA 138 KV MAHANS LANE-TIDD,dayzer,MAHANSLA138 KV MAH-TID Tidd.Cardinal.U1,medium,0.5038,0.6154,0.0,1.0,0.4615,0.4885,True
KAMMER2 138 KV  TX4,pano,KAMMER2 138KV - KAMMER2 69KV (KAMMER2 138 KV TX4),high,0.8,0.6667,1.0,1.0,0.6667,0.5762,False
KAMMER2 138 KV  TX4,dayzer,KAMMER2_138 KV_TX4:345/138.Holloway.TR1,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
GLADE 230 KV GLADE-WARREN GES 2088,pano,GLADE 230KV - WARREN 230KV (GLADE 230 KV GLA-WAR),high,0.8714,0.8,1.0,1.0,0.7143,0.7881,False
GLADE 230 KV GLADE-WARREN GES 2088,dayzer,GLADE_230 KV_GLA-WAR:ACTUAL,medium,0.5015,0.6667,0.0,1.0,0.1818,0.47,True
BULLRUN 230 KV  BUL-CLIF,pano,CLIFTON 230KV - BULLRUN 230KV (BULLRUN 230 KV BUL-CLIF),high,0.8365,0.75,1.0,1.0,0.6154,0.658,False
BULLRUN 230 KV  BUL-CLIF,dayzer,BULLRUN_230 KV_BUL-CLIF:L500.Loudoun-Morrisville.569,medium,0.5056,0.6667,0.0,1.0,0.2222,0.5056,True
SBALTIMO138 KV  SBA-WMI1,pano,WMILLERS 138KV - SBALTIMO 138KV (SBALTIMO 138 KV SBA-WMI1),medium,0.6944,0.5,1.0,1.0,0.4444,0.5472,False
SBALTIMO138 KV  SBA-WMI1,dayzer,SBALTIMO_138 KV_SBA-WMI1:L345.Bixby-Kirk,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,pano,SHELOCTA 230KV - SHELOCTA 115KV (SHELOCTA 230 KV NO2),high,0.7071,0.5,1.0,1.0,0.5714,0.6238,False
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,dayzer,SHELOCTA_230 KV_NO2:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
NEWTON TR1 345/138 L/O NEWTON - CASEY 345 KV,pano,NEWTON 3 345KV - NEWTON 3 138KV (NEWTON 3 345 KV TR1),high,0.73,0.5,1.0,1.0,0.8,0.6727,False
NEWTON TR1 345/138 L/O NEWTON - CASEY 345 KV,dayzer,NEWTON 3_345 KV_TR1:Newton-Casey 345 kV,medium,0.6286,0.8571,0.0,1.0,0.5,0.4857,False
PLYWOOD_115KV151A_1_LN,pano,SEDGEHIL 115KV - PLYWOOD 115KV (PLYWOOD 115 KV 151A),low,0.3929,0.2857,1.0,0.0,0.0,0.254,False
PLYWOOD_115KV151A_1_LN,dayzer,LORE 6_161 KV_LN 4361:345L17102,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
ELKHORN - NORTHLAKEGENEVA 138KV L/O BYRON - WAYNE 345KV,pano,ELK 69 3 138KV - NLG 69 3 138KV (NLG 69 3 138 KV 39085390),medium,0.52,0.2,1.0,1.0,0.2,0.4833,True
ELKHORN - NORTHLAKEGENEVA 138KV L/O BYRON - WAYNE 345KV,dayzer,NLG 69 3_138 KV_39085390:Byron - Wayne 345 kV,low,0.35,0.4,0.0,1.0,0.0,0.3318,True
KARL    138 KV  KAR-L48,pano,KARL 138KV - L48 138KV (KARL 138 KV KAR-L48),high,0.8952,0.8571,1.0,1.0,0.6667,0.6452,False
KARL    138 KV  KAR-L48,dayzer,KARL_138 KV_KAR-L48:L138.Clinton-Karl,medium,0.525,0.75,0.0,1.0,0.0,0.4833,True
HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,pano,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW),high,0.8303,0.7273,1.0,1.0,0.6667,0.7678,False
HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,dayzer,HOOVERSV_115 KV_HOO-TOW:ACTUAL,medium,0.47,0.6,0.0,1.0,0.2,0.44,True
EAKRON  138 KV  EAK-HAY,pano,EAKRON 138KV - HAYELMRZ 138KV (EAKRON 138 KV EAK-HAY),high,0.8417,0.75,1.0,1.0,0.6667,0.7583,False
EAKRON  138 KV  EAK-HAY,dayzer,EAKRON_138 KV_EAK-HAY:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
CONEMAUG500 KV TX3,pano,CONEMAUG500 KV  TX3,high,0.8667,1.0,0.6667,1.0,0.5,0.6067,False
CONEMAUG500 KV TX3,dayzer,CONEMAUG_500 KV_TX3:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.35,True
SKIMMER 115 KV  SKI-BAL1,pano,SKIMMER4 115KV - SKIMMER 115KV (SKIMMER 115 KV SKI-BAL1),high,0.8417,0.75,1.0,1.0,0.6667,0.835,True
SKIMMER 115 KV  SKI-BAL1,dayzer,SKIMMER_115 KV_SKI-BAL1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.4833,False
CONC_BC_115KVCON-MON3_1_LN,pano,MONUMEST 115KV - CONC BC 115KV (CONC BC 115 KV CON-MON3),medium,0.5227,0.5455,1.0,0.0,0.0,0.4318,False
CONC_BC_115KVCON-MON3_1_LN,dayzer,CONC BC_115 KV_CON-MON3:ACTUAL,low,0.3,0.6,0.0,0.0,0.0,0.25,True
BLOOMFLD-EASTON  6782-1     B  69 KV,pano,EASTON 69KV - BLOOMFLD 69KV (BLOOMFLD 69 KV BLO-EAS),high,0.7319,0.5714,1.0,1.0,0.4615,0.5736,False
BLOOMFLD-EASTON  6782-1     B  69 KV,dayzer,EASTON 69-EASTON 138,low,0.3556,0.6667,0.0,0.0,0.2222,0.3318,True
GILBERT 115 KV GILBERT-GLENDON A911,pano,GILBERT 115 KV  GIL-GLE,high,0.8417,0.75,1.0,1.0,0.6667,0.8295,True
GILBERT 115 KV GILBERT-GLENDON A911,dayzer,GLENDON_115 KV_GLE-HOS:L230.Gilbert-Hosensack.A1015,low,0.4,0.5,0.0,1.0,0.0,0.3808,True
DICKERSH 230 KV DICKERSH-DICKERSO 23104,pano,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC4),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
DICKERSH 230 KV DICKERSH-DICKERSO 23104,dayzer,DICKERSH_230 KV_DIC-DIC4:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
SBALTIMO138 KV  SBA-WMI1,pano,WMILLERS 138KV - SBALTIMO 138KV (SBALTIMO 138 KV SBA-WMI1),medium,0.6944,0.5,1.0,1.0,0.4444,0.5278,False
SBALTIMO138 KV  SBA-WMI1,dayzer,SBALTIMO_138 KV_SBA-WMI1:L345.Bixby-Kirk,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
ECLIPSE 115 KV ECL-PIN,pano,PINEY 115KV - ECLIPSE 115KV (ECLIPSE 115 KV ECL-PIN),high,0.8417,0.75,1.0,1.0,0.6667,0.7583,False
ECLIPSE 115 KV ECL-PIN,dayzer,ECLIPSE_115 KV_ECL-PIN:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.55,False
VIENNA 230 KV VIENNA AT20 TRANSFORMER,pano,VIENNA  230 KV  AT20,high,0.7738,0.8,0.6667,1.0,0.5714,0.7429,True
VIENNA 230 KV VIENNA AT20 TRANSFORMER,dayzer,PINEYGRO_230 KV_AT20:230/138.Vienna.AT20,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
CLINCHRI_138KVCLI-LEB1_1_LN,pano,CLINCHRI 138KV - LEBANON 138KV (CLINCHRI 138 KV CLI-LEB1),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
CLINCHRI_138KVCLI-LEB1_1_LN,dayzer,CLINCHRI_138 KV_CLI-LEB1:ACTUAL,low,0.3167,0.5,0.0,0.0,0.6667,0.2095,True
DUNE ACRES - MICHIGAN CITY 138 KV L/O WILTONCENTER-DUMONT 765 KV,pano,Michigan City-Bosserman 138 kV l/o Dumont -Wilton Center 765 kV,medium,0.6857,0.5714,1.0,1.0,0.0,0.6857,True
DUNE ACRES - MICHIGAN CITY 138 KV L/O WILTONCENTER-DUMONT 765 KV,dayzer,Dune Acres-Michigan Cty 1 138 kV Dumont-Wilton Center 765kV + Powerton 5 + Joliet 7,low,0.3853,0.4706,0.0,1.0,0.0,0.3643,True
NMESHOPP 230 KV NMESHOPP 4TX 230 CB CB,pano,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV #3 TX),medium,0.6822,0.4444,1.0,1.0,0.6,0.6268,False
NMESHOPP 230 KV NMESHOPP 4TX 230 CB CB,dayzer,NMESHOPP_230 KV_#3 TX:ACTUAL,low,0.4222,0.5,0.0,1.0,0.2222,0.4222,True
GRAFTON 138 KV GRAFTON-PRUNTYTO 122,pano,PRUNTYTO 138KV - GRAFTON 138KV (GRAFTON 138 KV GRA-PRU),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
GRAFTON 138 KV GRAFTON-PRUNTYTO 122,dayzer,GRAFTON_138 KV_GRA-PRU:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.4722,False
KENNY   138 KV  KEN-ROB1,pano,ROBERTS2 138KV - KENNY 138KV (KENNY 138 KV KEN-ROB1),high,0.8417,0.75,1.0,1.0,0.6667,0.675,False
KENNY   138 KV  KEN-ROB1,dayzer,KENNY_138 KV_KEN-ROB1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.4833,False
SUB_74 - SUB_58 161KV L/O SUB_56 - SUB_91 345KV,pano,SB 74  6 161KV - 58TAP 56 161KV (SB 74  6 161 KV LN  4652),medium,0.5536,0.25,1.0,1.0,0.2857,0.475,False
SUB_74 - SUB_58 161KV L/O SUB_56 - SUB_91 345KV,dayzer,DAVNPRT6_161 KV_62211622:Cordova-Sub 39(39-QC-1)345 Line,low,0.275,0.25,0.0,1.0,0.0,0.2611,True
BUZZARD 138 KV  BUZ-SOU1,pano,BUZZARD 138KV - SOUTHWES 138KV (BUZZARD 138 KV BUZ-SOU1),medium,0.585,0.75,0.0,1.0,0.6,0.55,True
BUZZARD 138 KV  BUZ-SOU1,dayzer,BUZZARD_138 KV_BUZ-SOU1:ACTUAL,medium,0.6119,0.8571,0.0,1.0,0.3333,0.469,False
EDELPHOS_69KVEDE-NDE_1_LN,pano,NDELPHOS 69KV - EDELPHOS 69KV (EDELPHOS 69 KV EDE-NDE),medium,0.4722,0.4444,1.0,0.0,0.0,0.3222,False
EDELPHOS_69KVEDE-NDE_1_LN,dayzer,EDELPHOS_69 KV_EDE-NDE:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
FLORENCE 115 KV FLORENCE-SEWARD BL 1066,pano,FLORENCE115 KV  FLO-SEW,high,0.7833,0.6667,1.0,1.0,0.5,0.6167,False
FLORENCE 115 KV FLORENCE-SEWARD BL 1066,dayzer,SEWARD 115 KV SEW-TOW HOMER CITY-QUEMAHON 230 LINE,low,0.352,0.3333,0.0,1.0,0.3529,0.3518,True
GEORGEWA 138 KV GEORGEWA-KAMMER2,pano,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM),high,0.8667,0.8,1.0,1.0,0.6667,0.8389,True
GEORGEWA 138 KV GEORGEWA-KAMMER2,dayzer,GEORGEWA_138 KV_GEO-KAM:ACTUAL,medium,0.5033,0.6667,0.0,1.0,0.2,0.4722,True
WEST CONTINGENCY 60,pano,WEST contingency 60,high,0.7833,1.0,1.0,0.0,0.3333,0.7,False
WEST CONTINGENCY 60,dayzer,WEST contingency 30 Keystone.U2,low,0.3667,0.6667,0.0,0.0,0.3333,0.319,True
ELMONT4 500 KV ELMONT4 TX1 XFORMER,pano,ELMONT4  TX1      XFORMER   H  500 KV,high,0.7881,1.0,0.2857,1.0,0.6667,0.7696,True
ELMONT4 500 KV ELMONT4 TX1 XFORMER,dayzer,ELMONT4_500 KV_TX1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
WANEETA 230 KV WANEETA-WAYNEJCT 220-42,pano,WAYNEJCT 230KV - WANEETA 230KV (WANEETA 230 KV WAN-WAY2),high,0.9172,0.8889,1.0,1.0,0.7273,0.7219,False
WANEETA 230 KV WANEETA-WAYNEJCT 220-42,dayzer,WANEETA 230 KV WAN-WAY2 WANEETA-NORTH PHILADELPHIA 220-49,medium,0.5333,0.6667,0.0,1.0,0.5,0.525,True
ARMSTRON_138KVARM-BUR_1_LN,pano,ARMSTRON 138KV - BURMA 138KV (ARMSTRON 138 KV ARM-BUR),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
ARMSTRON_138KVARM-BUR_1_LN,dayzer,ARMSTRON_138 KV_ARM-BUR:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2222,True
135_ELMH_T7_138TR83CT-S_XF,pano,135 ELMH 1KV - 135 ELMH 138KV (135 ELMH 138 KV TR81CT-S),low,0.2,0.4,0.0,0.0,0.0,0.2,True
135_ELMH_T7_138TR83CT-S_XF,dayzer,135 ELMH_138 KV_TR83CT-S:ACTUAL,low,0.3222,0.4444,0.0,0.0,1.0,0.3222,True
OLIVE   345 KV  OLI-OLIV,pano,OLIVUNPA 345KV - OLIVE 345KV (OLIVE 345 KV OLI-OLIV),high,0.8417,0.75,1.0,1.0,0.6667,0.5917,False
OLIVE   345 KV  OLI-OLIV,dayzer,OLIVE_345 KV_OLI-OLIV:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
CLOVER  230 KV  2068A1,pano,CLOVER  230 KV  2068A1,high,0.9571,1.0,1.0,1.0,0.5714,0.85,False
CLOVER  230 KV  2068A1,dayzer,EVERETTS_230 KV_218:L500.Carson-Clover.556,low,0.3167,0.3333,0.0,1.0,0.0,0.3167,True
144 WAYNE 45TR81 CT H 345 KV,pano,12 DRESDEN  45TR81 CT       H  345 KV,medium,0.6536,0.75,0.2857,1.0,0.5714,0.6375,True
144 WAYNE 45TR81 CT H 345 KV,dayzer,155 NELS_345 KV_15502:L345.Byron-Wayne.0626,low,0.275,0.25,0.0,1.0,0.0,0.275,True
RISING TR1 345/138KV L/O FARADAY - ARLAND 345KV,pano,RISING 345KV - RISING 138KV (RISING 345 KV 45TR1),medium,0.5799,0.5455,1.0,0.0,0.5714,0.4643,False
RISING TR1 345/138KV L/O FARADAY - ARLAND 345KV,dayzer,Monticello-EWinamac 138kV l/o Jefferson-Clifty Creek + Jefferson xfm Jefferson-Clifty Creek + Jeffe,low,0.275,0.25,0.0,1.0,0.0,0.2611,True
BED-BLA CONTINGENCY 43,pano,BED-BLA contingency 43,high,0.8,1.0,1.0,0.0,0.5,0.6333,False
BED-BLA CONTINGENCY 43,dayzer,BED-BLA contingency 45 MtStorm.U2,low,0.425,0.75,0.0,0.0,0.5,0.3833,True
911INDUS_138KV911-NEWC_1_LN,pano,NEWCASOE 138KV - 911INDUS 138KV (911INDUS 138 KV 911-NEWC),medium,0.5,0.5,1.0,0.0,0.0,0.4375,False
911INDUS_138KV911-NEWC_1_LN,dayzer,911INDUS_138 KV_911-NEWC:345/138.Hoytdale.T2,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
NELSON 345/138 KV TR84 L/O NELSON 345/138 KV TR82,pano,Garden Plain-15518 138 kV l/o Nelson TR84 345/138 Kv,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
NELSON 345/138 KV TR84 L/O NELSON 345/138 KV TR82,dayzer,15518_138 KV_15518 2:345/138.Nelson.TR82,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
BAGLEY  230 KV  BAG-RAP5,pano,BAGLEY 230KV - RAPHAERD 230KV (BAGLEY 230 KV BAG-RAP5),high,0.835,0.75,1.0,1.0,0.6,0.7933,True
BAGLEY  230 KV  BAG-RAP5,dayzer,BAGLEY_230 KV_BAG-RAP5:500/230.WaughChapel.500-4,medium,0.5786,0.8571,0.0,1.0,0.0,0.5786,True
CAMBRIDG69 KV   CAM-JAC,pano,CAMBRIDG69 KV   CAM-WCA,medium,0.5333,0.6667,0.0,1.0,0.5,0.5278,True
CAMBRIDG69 KV   CAM-JAC,dayzer,CAMBRIDG_69 KV_CAM-JAC:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.2,False
OX4 500 KV OX4 TX1 XFORMER,pano,OX4 500KV - OX4 230KV (OX4 500 KV TX1),high,0.719,0.5714,1.0,1.0,0.3333,0.5714,False
OX4 500 KV OX4 TX1 XFORMER,dayzer,OX4_500 KV_TX1:L230.Braddock-Idylwood.207,low,0.4,0.5,0.0,1.0,0.0,0.4,True
SHAWVILL115 KV  BNK 2A-S,pano,SHAWVILL115 KV  BNK 1A-S,medium,0.605,0.75,0.0,1.0,0.8,0.5167,False
SHAWVILL115 KV  BNK 2A-S,dayzer,SHAWVILL_115 KV_BNK 2A-S:ACTUAL,medium,0.5333,0.6667,0.0,1.0,0.5,0.45,False
BENTMOUN138 KV  BEN-CLE1,pano,BENTMOUN 138KV - CLEARBRO 138KV (BENTMOUN 138 KV BEN-CLE1),high,0.7,0.5,1.0,1.0,0.5,0.575,False
BENTMOUN138 KV  BEN-CLE1,dayzer,BENTMOUN_138 KV_BEN-CLE1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
REDHILL 115 KV  39C,pano,SHERWOOD 115KV - REDHILL 115KV (REDHILL 115 KV 39C),high,0.7733,0.6667,1.0,1.0,0.4,0.767,True
REDHILL 115 KV  39C,dayzer,REDHILL_115 KV_39C:2028LINE: BREMO-CHARLOTTSVIL,medium,0.4579,0.5714,0.0,1.0,0.2222,0.4357,True
ALLLUD4J_138KVALJ-ALL_1_LN,pano,ALLLUD4J 138KV - ALLDAM6 138KV (ALLLUD4J 138 KV ALJ-ALL),medium,0.4722,0.4444,1.0,0.0,0.0,0.4722,True
ALLLUD4J_138KVALJ-ALL_1_LN,dayzer,ALLLUD4J_138 KV_ALJ-ALL:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
ECLIPSE 115 KV ECL-PIN,pano,PINEY 115KV - ECLIPSE 115KV (ECLIPSE 115 KV ECL-PIN),high,0.8417,0.75,1.0,1.0,0.6667,0.7583,False
ECLIPSE 115 KV ECL-PIN,dayzer,ECLIPSE_115 KV_ECL-PIN:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.55,False
APCI 115 KV APC-GEN,pano,GENEVA 115KV - APCI 115KV (APCI 115 KV APC-GEN),high,0.8417,0.75,1.0,1.0,0.6667,0.8227,True
APCI 115 KV APC-GEN,dayzer,APCI_115 KV_APC-GEN:345/115.ErieWest.T1,medium,0.55,0.75,0.0,1.0,0.25,0.5083,True
STAFFORD 230 KV 2104B,pano,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B),high,0.7302,0.5714,1.0,1.0,0.4444,0.7036,True
STAFFORD 230 KV 2104B,dayzer,STAFFORD_230 KV_2104B:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,pano,NOTTINGHM 2-3 SER DEV       A  230 KV,high,0.8477,0.75,1.0,1.0,0.7273,0.7644,False
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,dayzer,NOTTINGHM 2-3 SER DEV A 230 KV:TEMP.DBL.500/230.CONASTONE.500-4 + Peach Bot - Conaston,low,0.4214,0.4286,0.0,1.0,0.5714,0.2929,False
MONTVALE69 KV   MON-PEA,pano,PEARLRIV 69KV - MONTVALE 69KV (MONTVALE 69 KV MON-PEA),medium,0.4545,0.5,0.0,1.0,0.5455,0.45,True
MONTVALE69 KV   MON-PEA,dayzer,MONTVALE_69 KV_MON-PEA:ACTUAL,medium,0.4857,0.5714,0.0,1.0,0.5,0.4286,False
ARMSTRON 138 KV ARMSTRON-BURMA ARG-BM,pano,ARMSTRON 138KV - BURMA 138KV (ARMSTRON 138 KV ARM-BUR),high,0.8,0.6667,1.0,1.0,0.6667,0.7167,False
ARMSTRON 138 KV ARMSTRON-BURMA ARG-BM,dayzer,ARMSTRON_138 KV_ARM-BUR:ARMSTRONG-KISSIJCT-BURMA-KARNSCITY (APS),medium,0.4542,0.5333,0.0,1.0,0.375,0.4394,True
STJOHNS 345/138 KV XFMR L/O ST JOHNS - GREEN ACRE 345 KV,pano,ST JOHN 345/138 KV L/O GREEN ACRES-ST JOHN 345 KV,low,0.4375,0.5,0.0,1.0,0.375,0.3976,True
STJOHNS 345/138 KV XFMR L/O ST JOHNS - GREEN ACRE 345 KV,dayzer,GREENACR_138 KV_GRE-STJ2:Green Acres-St John 345 kV,low,0.2929,0.2857,0.0,1.0,0.0,0.2452,True
JUNIATA 2 XFORMER H 500 KV,pano,JUNIATA  1        XFORMER   H  500 KV,high,0.8917,1.0,0.6667,1.0,0.75,0.725,False
JUNIATA 2 XFORMER H 500 KV,dayzer,JUNIATA_500 KV_2:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.35,True
SKIMMER4 115 KV SKIMMER4-BALCFALL 141A,pano,BALCFALL 115KV - SKIMMER4 115KV (SKIMMER4 115 KV 141A),high,0.8321,0.75,1.0,1.0,0.5714,0.6655,False
SKIMMER4 115 KV SKIMMER4-BALCFALL 141A,dayzer,SKIMMER4_115 KV_141A:L765.Cloverdale-JoshuaFalls,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
BUTL_APS_138KVBUT-KAR_1_LN,pano,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),medium,0.5449,0.5455,1.0,0.0,0.2222,0.4622,False
BUTL_APS_138KVBUT-KAR_1_LN,dayzer,BUTL APS_138 KV_BUT-KAR:ACTUAL,low,0.3,0.6,0.0,0.0,0.0,0.2727,True
WEMPLETOWN 345/138KV 84 XFMR L/O 156CHERRYVALLEY TR82 345/138 KV,pano,124 MARY 138KV - 11902 138KV (124 MARY 138 KV 11902 4),low,0.44,0.25,0.5,1.0,0.4,0.44,True
WEMPLETOWN 345/138KV 84 XFMR L/O 156CHERRYVALLEY TR82 345/138 KV,dayzer,17GODLND_138 KV_1:Reynolds-Goodland 138kV + Goodland 138/69kV Xfmr 2,low,0.3167,0.3333,0.0,1.0,0.0,0.3167,True
LACKAWAN230 KV  LAC-SUM2,pano,LACKAWAN230 KV  LAC-SUM2,high,0.9571,1.0,1.0,1.0,0.5714,0.8946,False
LACKAWAN230 KV  LAC-SUM2,dayzer,LACKAWAN_230 KV_LAC-SUM2:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
LUMSPOND 138 KV LUMSPOND-REYBOLD,pano,REYBOLD 138KV - LUMSPOND 138KV (LUMSPOND 138 KV LUM-REY),high,0.8769,0.8,1.0,1.0,0.7692,0.7103,False
LUMSPOND 138 KV LUMSPOND-REYBOLD,dayzer,LUMSPOND_138 KV_LUM-REY:ACTUAL,medium,0.5033,0.6667,0.0,1.0,0.2,0.4722,True
GARDNERS_115KVGAR-TEX_1_LN,pano,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),medium,0.4722,0.4444,1.0,0.0,0.0,0.3333,False
GARDNERS_115KVGAR-TEX_1_LN,dayzer,GARDNERS_115 KV_GAR-TEX:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
CAYUGA_345_230_BK9_FLO_NUCOR_WHITESTOWN_345,pano,CAYUGA2 345KV - CAYUGA2 1KV (CAYUGA2 345 KV 9-P),medium,0.45,0.0,1.0,1.0,0.5,0.4045,True
CAYUGA_345_230_BK9_FLO_NUCOR_WHITESTOWN_345,dayzer,CAYUGA2_345 KV_9-P:Nucor-Cayuga 345 kV,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
ROSELAND 230 KV ROSELAND-WHIPPANY A-941,pano,WHIPPANY 230KV - ROSELAND 230KV (ROSELAND 230 KV ROS-WHI),high,0.8833,0.8,1.0,1.0,0.8333,0.65,False
ROSELAND 230 KV ROSELAND-WHIPPANY A-941,dayzer,ROSELAND_230 KV_ROS-WHI:ROSELAND-READINGTON 230 LINE,medium,0.5197,0.6667,0.0,1.0,0.3636,0.5045,True
PLYMOUTH_230KVPLY-UPP_1_LN,pano,PLYMOUTH 230KV - UPPERMER 230KV (PLYMOUTH 230 KV PLY-UPP),medium,0.4722,0.4444,1.0,0.0,0.0,0.4097,False
