market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
PLYMOUTH_230KVPLY-UPP_1_LN,dayzer,PLYMOUTH_230 KV_PLY-UPP:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
ARSENAL_345KVARS-BRU1_1_LN,pano,ARSENAL 345 KV  ARS-BRU1,low,0.3143,0.5714,0.0,0.0,0.2857,0.2857,True
ARSENAL_345KVARS-BRU1_1_LN,dayzer,ARSENAL_345 KV_ARS-BRU1:ACTUAL,low,0.3167,0.5,0.0,0.0,0.6667,0.24,True
ISLCRKDP115 KV  193B,pano,CLARKVTP 115KV - ISLCRKDP 115KV (ISLCRKDP 115 KV 193B),medium,0.5889,0.3333,1.0,1.0,0.2222,0.425,False
ISLCRKDP115 KV  193B,dayzer,ISLCRKDP115 KV 193C Belmont-Pleasants #2 line Pleasants #2 gen (AP),low,0.3,0.25,0.0,1.0,0.25,0.2929,True
GLENDON_115KVGLE-HOS_1_LN,pano,GLENDON 115KV - HOSENSME 115KV (GLENDON 115 KV GLE-HOS),medium,0.4722,0.4444,1.0,0.0,0.0,0.4722,True
GLENDON_115KVGLE-HOS_1_LN,dayzer,GLENDON_115 KV_GLE-HOS:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
08ASHLD7138 KV  ASH-OAK1,pano,08OAKLEY 138KV - 08ASHLD7 138KV (08ASHLD7 138 KV ASH-OAK1),medium,0.5571,0.5,1.0,0.0,0.5714,0.3,False
08ASHLD7138 KV  ASH-OAK1,dayzer,08ASHLD7_138 KV_ASH-OAK1:ACTUAL,low,0.2857,0.5714,0.0,0.0,0.0,0.2222,True
EVERETTS 230 KV EVERETTS-GREENVIL 218,pano,GREENVIL 230KV - EVERETTS 230KV (EVERETTS 230 KV 218),high,0.7879,0.6667,1.0,1.0,0.5455,0.676,False
EVERETTS 230 KV EVERETTS-GREENVIL 218,dayzer,EVERETTS_230 KV_TX1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.2929,True
BATERYHT230 KV  2011A,pano,CLIFTON 230KV - BATERYHT 230KV (BATERYHT 230 KV 2011A),medium,0.5952,0.3333,1.0,1.0,0.2857,0.44,False
BATERYHT230 KV  2011A,dayzer,BATERYHT_230 KV_2011A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.2929,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,pano,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,0.8252,0.7273,1.0,1.0,0.6154,0.6615,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,dayzer,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,medium,0.47,0.6,0.0,1.0,0.2,0.4682,True
FTSLOCUM69 KV   FTS-TAK4,pano,FTSLOCUM69 KV   FTS-TAK7,medium,0.55,0.6667,0.0,1.0,0.6667,0.55,True
FTSLOCUM69 KV   FTS-TAK4,dayzer,FTSLOCUM_69 KV_FTS-TAK4:ACTUAL,medium,0.4757,0.5714,0.0,1.0,0.4,0.4,False
BEXLEY  138 KV  BEX-YEA1,pano,YEARLING 138KV - BEXLEY 138KV (BEXLEY 138 KV BEX-YEA1),high,0.835,0.75,1.0,1.0,0.6,0.6333,False
BEXLEY  138 KV  BEX-YEA1,dayzer,BEXLEY_138 KV_BEX-YEA1:L345.Bixby-Kirk,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
COLONIAL 115 KV COL.PIPE-GLENARM2 110512,pano,COLONIAL115 KV  COL-GLE2,medium,0.5167,0.6667,0.0,1.0,0.3333,0.4827,True
COLONIAL 115 KV COL.PIPE-GLENARM2 110512,dayzer,COLONIAL_115 KV_COL-GLE2:ACTUAL,medium,0.4786,0.6,0.0,1.0,0.2857,0.45,True
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,pano,SHAWVILL 115KV - ROCKTONM 115KV (ROCKTONM 115 KV ROC-SHA),high,0.8351,0.7273,1.0,1.0,0.7143,0.7517,False
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,dayzer,ROCKTONM_115 KV_ROC-SHA:ACTUAL,medium,0.4682,0.6,0.0,1.0,0.1818,0.4427,True
LINE 230 KV OTTERCKPL-SAFEHARBOR,pano,OTTCRKPL230 KV  OTT-SAF,high,0.825,0.75,1.0,1.0,0.5,0.7357,False
LINE 230 KV OTTERCKPL-SAFEHARBOR,dayzer,CONASTON_230 KV_CNS-OTT:500/230.Conastone.500-4,low,0.2811,0.2222,0.0,1.0,0.2,0.2793,True
HOYTDAL2 138 KV HOYTDAL2-MAPLEOE,pano,HOYTDAL2 138KV - MAPLEOE 138KV (HOYTDAL2 138 KV HOY-MAP1),high,0.8667,0.8,1.0,1.0,0.6667,0.7833,False
HOYTDAL2 138 KV HOYTDAL2-MAPLEOE,dayzer,HOYTDAL2_138 KV_HOY-MAP1:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
BUTTRMLK230 KV  BUT-PACI,pano,BUTTRMLK 230KV - PACIFIC 230KV (BUTTRMLK 230 KV BUT-PACI),high,0.7,0.5,1.0,1.0,0.5,0.425,False
BUTTRMLK230 KV  BUT-PACI,dayzer,BUTTRMLK_230 KV_BUT-PACI:L230.PleasntView-EdwardsFerry-Dickerson.23111/203A,low,0.3568,0.3636,0.0,1.0,0.25,0.1722,False
POSSUMP4 230 KV POSSUMP4 2078Z SER DEV,pano,POSSUMP4 2078Z    SER DEV   A  230 KV,medium,0.6611,0.8889,0.0,1.0,0.6667,0.5643,False
POSSUMP4 230 KV POSSUMP4 2078Z SER DEV,dayzer,POSSUMP4_230 KV_2078Z:L500.BurchesHill-PossumPoint.560,low,0.35,0.4,0.0,1.0,0.0,0.35,True
LENOX 115 KV LENOX-NMESHOPP NML 1090,pano,LENOX-NMESHOPP NML 1090     B  115 KV,high,0.7167,1.0,0.0,1.0,0.6667,0.7115,True
LENOX 115 KV LENOX-NMESHOPP NML 1090,dayzer,LENOX_115 KV_LEN-NME:Lenox-NMeshopp 1090 & Lackawanna-OXBOW DBL,low,0.3682,0.4,0.0,1.0,0.1818,0.3167,False
SALTSPRG_138KVSAL-MAS1_1_LN,pano,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),medium,0.4722,0.4444,1.0,0.0,0.0,0.3333,False
SALTSPRG_138KVSAL-MAS1_1_LN,dayzer,SALTSPRG_138 KV_SAL-MAS1:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
ALTAVIS2_69KV35C1_1_LN,pano,0704_07013807043_1_LN,low,0.25,0.5,0.0,0.0,0.0,0.25,True
ALTAVIS2_69KV35C1_1_LN,dayzer,BONDRNT6_345 KV_LN 4692:ACTUAL,low,0.2333,0.3333,0.0,0.0,0.6667,0.2333,True
DIXONVIL115 KV DIX-GLO,pano,DIXONVIL115 KV  DIX-GLO,high,0.7167,1.0,0.0,1.0,0.6667,0.7045,True
DIXONVIL115 KV DIX-GLO,dayzer,DIXONVIL_115 KV_DIX-GLO:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
ELIMA   345 KV  2-P,pano,ELIMA 345KV - ELIMA 1KV (ELIMA 345 KV 2-P),high,0.8,0.6667,1.0,1.0,0.6667,0.7167,False
ELIMA   345 KV  2-P,dayzer,ELIMA_345 KV_2-P:ACTUAL,medium,0.55,0.8,0.0,1.0,0.0,0.4833,False
HOPEWEL4230 KV  228A,pano,HOPEWEL4230 KV  211A,medium,0.55,0.5,0.4,1.0,0.5,0.4567,False
HOPEWEL4230 KV  228A,dayzer,HOPEWEL4_230 KV_228A:ACTUAL,low,0.2,0.4,0.0,0.0,0.0,0.1429,True
ESSEX   230 KV  ESS-MCC,pano,MCCARTER 230KV - ESSEX 230KV (ESSEX 230 KV ESS-MCC),high,0.8417,0.75,1.0,1.0,0.6667,0.7028,False
ESSEX   230 KV  ESS-MCC,dayzer,ESSEX_230 KV_ESS-MCC:L230.Roseland-William.S-2297,medium,0.475,0.6,0.0,1.0,0.25,0.4477,True
HILLSBOR138 KV  HIL-SIN1,pano,SINKINGS 138KV - HILLSBOR 138KV (HILLSBOR 138 KV HIL-SIN1),medium,0.45,0.5,0.0,1.0,0.5,0.45,True
HILLSBOR138 KV  HIL-SIN1,dayzer,HILLSBOR_138 KV_HIL-SIN1:ACTUAL,medium,0.4757,0.5714,0.0,1.0,0.4,0.3722,False
BRIGHTON500 KV  BRI-DOU,pano,DOUBS 500KV - BRIGHTON 500KV (BRIGHTON 500 KV BRI-DOU),high,0.7045,0.5,1.0,1.0,0.5455,0.5614,False
BRIGHTON500 KV  BRI-DOU,dayzer,BRIGHTON_500 KV_BRI-DOU:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
OTTER_138KVOTT-ALT1_1_LN,pano,ALTAVSTA 138KV - OTTER 138KV (OTTER 138 KV OTT-ALT1),medium,0.4722,0.4444,1.0,0.0,0.0,0.4286,True
OTTER_138KVOTT-ALT1_1_LN,dayzer,OTTER_138 KV_OTT-ALT1:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
HOPEWEL4230 KV  228A,pano,HOPEWEL4230 KV  211A,medium,0.5278,0.5,0.3333,1.0,0.4444,0.45,False
HOPEWEL4230 KV  228A,dayzer,HOPEWEL4_230 KV_228A:ACTUAL,low,0.2,0.4,0.0,0.0,0.0,0.1429,True
LOUISACT230 KV  2074A,pano,SANNA 230KV - LOUISACT 230KV (LOUISACT 230 KV 2074A),medium,0.5917,0.3333,1.0,1.0,0.25,0.4845,False
LOUISACT230 KV  2074A,dayzer,LOUISACT_230 KV_2074A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.2929,False
CEDARGRO_230KVCED-JAC_1_LN,pano,CEDARGRO 230KV - JACK PS 230KV (CEDARGRO 230 KV CED-JAC),low,0.2,0.4,0.0,0.0,0.0,0.2,True
CEDARGRO_230KVCED-JAC_1_LN,dayzer,CEDARGRO_230 KV_CED-JAC:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.25,True
FLINT-PLYMOUTH 220-47 B 230 KV,pano,PLYMOUTH 230KV - FLINT 230KV (FLINT 230 KV FLI-PLY),high,0.9159,0.8889,1.0,1.0,0.7143,0.7284,False
FLINT-PLYMOUTH 220-47 B 230 KV,dayzer,FLINT_230 KV_FLI-PLY:ACTUAL,medium,0.5432,0.75,0.0,1.0,0.1818,0.5033,True
ABINGDON 138 KV ABINGDON-CLINCHRI,pano,CLINCHRI 138KV - ABINGDON 138KV (ABINGDON 138 KV ABI-CLI1),high,0.8571,0.8,1.0,1.0,0.5714,0.6071,False
ABINGDON 138 KV ABINGDON-CLINCHRI,dayzer,ABINGDON_138 KV_ABI-CLI1:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4227,False
VIENNA  69 KV   VIE-VNL1,pano,VIENNA  69 KV   VIE-VNL1,high,0.9667,1.0,1.0,1.0,0.6667,0.55,False
VIENNA  69 KV   VIE-VNL1,dayzer,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,low,0.4008,0.4444,0.0,1.0,0.2857,0.4008,True
CARS_DUQ_138KVCAR-OAK1_1_LN,pano,CARS DUQ 138KV - OAKL DUQ 138KV (CARS DUQ 138 KV CAR-OAK1),low,0.3013,0.5455,0.0,0.0,0.2857,0.3013,True
CARS_DUQ_138KVCAR-OAK1_1_LN,dayzer,CARS DUQ_138 KV_CAR-OAK1:ACTUAL,low,0.35,0.6,0.0,0.0,0.5,0.25,False
CANYON  230 KV  CAN-EAS,pano,CANYON 230KV - ETOWANDA 230KV (CANYON 230 KV CAN-EAS),high,0.8417,0.75,1.0,1.0,0.6667,0.7,False
CANYON  230 KV  CAN-EAS,dayzer,CANYON_230 KV_CAN-EAS:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
ELMONT4_230KV2103_1_LN,pano,SHORTPMP 230KV - ELMONT4 230KV (ELMONT4 230 KV 2103),low,0.4167,0.3333,1.0,0.0,0.0,0.3667,True
ELMONT4_230KV2103_1_LN,dayzer,ELMONT4_230 KV_TX3:ACTUAL,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
51_MC_CO_138KV5105_1_LN,pano,51 MC CO 138KV - 5118 138KV (51 MC CO 138 KV 5118 1),low,0.2857,0.5714,0.0,0.0,0.0,0.2857,True
51_MC_CO_138KV5105_1_LN,dayzer,51 MC CO_138 KV_5118 1:ACTUAL,low,0.3357,0.5714,0.0,0.0,0.5,0.3357,True
116 GOOD345 KV 11620,pano,116 GOOD345 KV  11620,high,0.7625,1.0,0.25,1.0,0.5,0.45,False
116 GOOD345 KV 11620,dayzer,12 DRESD345 KV 1222 345L8012-1 Pontiac-Cayuga Ridge South 345 kV Line,low,0.2,0.0,0.0,1.0,0.5,0.1786,True
SAXTON-THREESPR 2K 1062 A 115 KV,pano,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),high,0.8769,0.8,1.0,1.0,0.7692,0.7936,False
SAXTON-THREESPR 2K 1062 A 115 KV,dayzer,SAXTON_115 KV_SAX-THR:ACTUAL,medium,0.5033,0.6667,0.0,1.0,0.2,0.4722,True
SEWARD 230 KV 9 TX,pano,SEWARD  230 KV  9 TX,high,0.8357,1.0,0.4,1.0,0.8571,0.8357,True
SEWARD 230 KV 9 TX,dayzer,SEWARD_230 KV_9 TX:ACTUAL,medium,0.5833,0.8,0.0,1.0,0.3333,0.5233,False
ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,pano,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),medium,0.6929,0.5,1.0,1.0,0.4286,0.6095,False
ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,dayzer,ETOWANDA_230 KV_4 TX:L230.ETowanda-Hillside.2002 [NYISO],low,0.4182,0.5,0.0,1.0,0.1818,0.4182,True
KEYSTONE 230 KV KEYSTONE 4 TX-S XFORMER,pano,KEYSTONE 1KV - KEYSTONE 230KV (KEYSTONE 230 KV 4 TX-S),high,0.775,0.6,1.0,1.0,0.75,0.7389,True
KEYSTONE 230 KV KEYSTONE 4 TX-S XFORMER,dayzer,KEYSTONE_230 KV_4 TX-S:500/230.Keystone.T3,medium,0.5167,0.6667,0.0,1.0,0.3333,0.5119,True
DICKERSH 230 KV DICKERSH-DICKERSO 23103,pano,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC3),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
DICKERSH 230 KV DICKERSH-DICKERSO 23103,dayzer,DICKERSH_230 KV_DIC-DIC3:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
HARRTN-SHARRING 6739 B 69 KV,pano,HARRTN  69 KV   HAR-SHA,high,0.9013,0.8571,1.0,1.0,0.7273,0.8444,False
HARRTN-SHARRING 6739 B 69 KV,dayzer,HARRTN 69 KV HAR-SHA Cheswold 138/69 KV transformer,medium,0.5561,0.6667,0.0,1.0,0.7273,0.5472,True
SALTSPRG 138 KV SALTSPRG-MASURY,pano,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
SALTSPRG 138 KV SALTSPRG-MASURY,dayzer,SALTSPRG_138 KV_SAL-MAS1:L138.Masury-Shenango,medium,0.5136,0.7273,0.0,1.0,0.0,0.4833,True
BRUNSWIC230 KV  BRU-MEA,pano,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA),high,0.7045,0.5,1.0,1.0,0.5455,0.6944,True
BRUNSWIC230 KV  BRU-MEA,dayzer,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4286,True
MARDELA-VIENNA 6708-1 A 69 KV,pano,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
MARDELA-VIENNA 6708-1 A 69 KV,dayzer,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,medium,0.5722,0.8,0.0,1.0,0.2222,0.545,True
CLAYMONT 69 KV CLAYMONT-NAAMANS 6834,pano,CLAYMONT 69KV - NAAMANS 69KV (CLAYMONT 69 KV CLA-NAA),high,0.8769,0.8,1.0,1.0,0.7692,0.7269,False
CLAYMONT 69 KV CLAYMONT-NAAMANS 6834,dayzer,CLAYMONT_69 KV_CLA-NAA:ACTUAL,medium,0.5033,0.6667,0.0,1.0,0.2,0.4722,True
ASPENSLR115 KV  ASP-ROXB,pano,ASPENSLR 115KV - ROXBURY 115KV (ASPENSLR 115 KV ASP-ROXB),high,0.7045,0.5,1.0,1.0,0.5455,0.6212,False
ASPENSLR115 KV  ASP-ROXB,dayzer,ASPENSLR_115 KV_ASP-ROXB:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4286,True
WNEWPHIL138 KV  WNE-HIL1,pano,HILLVIEW 138KV - WNEWPHIL 138KV (WNEWPHIL 138 KV WNE-HIL1),medium,0.69,0.5,1.0,1.0,0.4,0.565,False
WNEWPHIL138 KV  WNE-HIL1,dayzer,WNEWPHIL_138 KV_WNE-HIL1:L765.Gavin-Mountaineer,low,0.3722,0.4444,0.0,1.0,0.0,0.3318,True
SAMMISFE345 KV  SAM-WELL,pano,WELLSVIL 345KV - SAMMISFE 345KV (SAMMISFE 345 KV SAM-WELL),high,0.7045,0.5,1.0,1.0,0.5455,0.7045,True
SAMMISFE345 KV  SAM-WELL,dayzer,SAMMISFE_345 KV_SAM-WELL:L345.Lordstown-Highland.1,low,0.4008,0.4444,0.0,1.0,0.2857,0.4008,True
COOPER 115 KV COOPER-SEWARD HT 1069,pano,SEWARD 115KV - COOPER 115KV (COOPER 115 KV COO-SEW),high,0.8769,0.8,1.0,1.0,0.7692,0.7936,False
COOPER 115 KV COOPER-SEWARD HT 1069,dayzer,COOPER_115 KV_COO-SEW:Seward-Johnstown 230 kV line,medium,0.5722,0.8,0.0,1.0,0.2222,0.5033,False
HANOVER 69 KV HAN-PLY,pano,PLYM UGI 69KV - HANOVER 69KV (HANOVER 69 KV HAN-PLY),high,0.8167,0.6667,1.0,1.0,0.8333,0.7167,False
HANOVER 69 KV HAN-PLY,dayzer,HANOVER_69 KV_HAN-PLY:ACTUAL,medium,0.6036,0.8571,0.0,1.0,0.25,0.5119,False
ANACONDA115 KV  55A,pano,ANACONDA 115KV - TARRIVTP 115KV (ANACONDA 115 KV 55A),low,0.35,0.3333,0.0,1.0,0.3333,0.3452,True
ANACONDA115 KV  55A,dayzer,ANACONDA_115 KV_55A:ACTUAL,low,0.4,0.4,0.0,1.0,0.5,0.2929,False
GRANDVIE_115KVGRA-HAY_1_LN,pano,HAYNIE 115KV - GRANDVIE 115KV (GRANDVIE 115 KV GRA-HAY),medium,0.4722,0.4444,1.0,0.0,0.0,0.3611,False
GRANDVIE_115KVGRA-HAY_1_LN,dayzer,GRANDVIE_115 KV_GRA-HAY:L115.Eclipse-Piney.1038,low,0.2,0.4,0.0,0.0,0.0,0.2,True
EVERETTS 230 KV EVERETTS-GREENVIL 218,pano,GREENVIL 230KV - EVERETTS 230KV (EVERETTS 230 KV 218),high,0.7795,0.6667,1.0,1.0,0.4615,0.6517,False
EVERETTS 230 KV EVERETTS-GREENVIL 218,dayzer,EVERETTS_230 KV_TX1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.2929,True
DOEX530 345 KV  DOE-PIE2,pano,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.825,0.75,1.0,1.0,0.5,0.7,False
DOEX530 345 KV  DOE-PIE2,dayzer,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.4833,False
66_E_FRN_138KV66061_1_LN,pano,0902    -66 E FRN 0902 4    B  138 KV,low,0.3333,0.6667,0.0,0.0,0.0,0.3333,True
66_E_FRN_138KV66061_1_LN,dayzer,66 E FRN_138 KV_6606 1:ACTUAL,low,0.3524,0.5714,0.0,0.0,0.6667,0.3524,True
PROFITDP 230 KV PROFITDP-HOLLYMD 2054AC,pano,PROFITDP 230KV - HOLLYMD 230KV (PROFITDP 230 KV 2054AC),high,0.8417,0.75,1.0,1.0,0.6667,0.5694,False
PROFITDP 230 KV PROFITDP-HOLLYMD 2054AC,dayzer,PROFITDP_230 KV_2054AC:L500.Elmont-Cunningham.553,low,0.3722,0.4444,0.0,1.0,0.0,0.1786,False
FRDRKSBG230 KV  2083A,pano,FRDRKSBG230 KV  2104,medium,0.6595,0.6667,0.5714,1.0,0.3333,0.6333,True
FRDRKSBG230 KV  2083A,dayzer,FRDRKSBG_230 KV_2083A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.2929,False
LORETTO 138 KV LORETTO-VIENNA 13780,pano,VIENNA 138KV - LORETTO 138KV (LORETTO 138 KV LOR-VIE),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
LORETTO 138 KV LORETTO-VIENNA 13780,dayzer,LORETTO_138 KV_LOR-VIE:138/69.Vienna.AT1,medium,0.6167,0.8889,0.0,1.0,0.2222,0.545,False
SHELBY  345 KV  BK-N,pano,SHELBY 345KV - SHELBY 138KV (SHELBY 345 KV BK-N),medium,0.6,0.75,0.0,1.0,0.75,0.4571,False
SHELBY  345 KV  BK-N,dayzer,SHELBY_345 KV_BK-N:ACTUAL,medium,0.6186,0.8571,0.0,1.0,0.4,0.4757,False
D_C_GEN 138 KV  DCG-TODD,pano,TODDHUNT 138KV - D_C_GEN 138KV (D_C_GEN 138 KV DCG-TODD),medium,0.61,0.8,0.0,1.0,0.6,0.29,False
D_C_GEN 138 KV  DCG-TODD,dayzer,D_C_GEN_138 KV_DCG-TODD:ACTUAL,medium,0.6516,0.8889,0.0,1.0,0.5714,0.3183,False
WSHORE  230 KV  TRAN2,pano,WSHORE 230KV - WSHORE 69KV (WSHORE 230 KV TRAN2),high,0.8133,0.6667,1.0,1.0,0.8,0.55,False
WSHORE  230 KV  TRAN2,dayzer,WSHORE_230 KV_TRAN2:ACTUAL,medium,0.55,0.8,0.0,1.0,0.0,0.4833,False
CLIFTON 500 KV  TX2,pano,CLIFTON 500KV - CLIFTON 230KV (CLIFTON 500 KV TX2),high,0.7905,0.6667,1.0,1.0,0.5714,0.5405,False
CLIFTON 500 KV  TX2,dayzer,CLIFTON_500 KV_TX2:L500.Loudoun-Morrisville.569,low,0.4357,0.5714,0.0,1.0,0.0,0.4357,True
DICKERSH 230 KV DICKERSH-DICKERSO 23104,pano,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC4),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
DICKERSH 230 KV DICKERSH-DICKERSO 23104,dayzer,DICKERSH_230 KV_DIC-DIC4:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
BATTLEBO115 KV  1014A,pano,HATHAWAY 115KV - BATTLEBO 115KV (BATTLEBO 115 KV 1014A),medium,0.5917,0.3333,1.0,1.0,0.25,0.4333,False
BATTLEBO115 KV  1014A,dayzer,BATTLEBO_115 KV_1014A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.3417,True
SKIPPERS_115KVSKI-TREG_1_LN,pano,TREGO 115KV - SKIPPERS 115KV (SKIPPERS 115 KV SKI-TREG),low,0.2222,0.4444,0.0,0.0,0.0,0.2,True
SKIPPERS_115KVSKI-TREG_1_LN,dayzer,SKIPPERS_115 KV_SKI-TREG:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2095,True
37_NATOM_138KV11417_1_LN,pano,0704_07013807043_1_LN,low,0.25,0.5,0.0,0.0,0.0,0.25,True
37_NATOM_138KV11417_1_LN,dayzer,37 NATOM_138 KV_3705:ACTUAL,low,0.2667,0.4,0.0,0.0,0.6667,0.2667,True
DOEX530 345 KV  DOE-PIE2,pano,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.835,0.75,1.0,1.0,0.6,0.785,False
DOEX530 345 KV  DOE-PIE2,dayzer,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.4833,False
FRDRKSBG230 KV  2083A,pano,FRDRKSBG230 KV  2104,medium,0.6662,0.6667,0.5714,1.0,0.4,0.6067,False
FRDRKSBG230 KV  2083A,dayzer,FRDRKSBG_230 KV_2083A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.2929,False
EARLEYS 115 KV 136A,pano,AHOSKIE 115KV - EARLEYS 115KV (EARLEYS 115 KV 136A),high,0.7833,0.6667,1.0,1.0,0.5,0.7833,True
EARLEYS 115 KV 136A,dayzer,EARLEYS_115 KV_136A:L230.Earleys-Suffolk.246,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
NPORTSMO138 KV  NPO-SLU1,pano,SLUCASVI 138KV - NPORTSMO 138KV (NPORTSMO 138 KV NPO-SLU1),medium,0.6944,0.5,1.0,1.0,0.4444,0.6111,False
NPORTSMO138 KV  NPO-SLU1,dayzer,NPORTSMO_138 KV_NPO-SLU1:138/69/34.Bellefonte.T2,low,0.4,0.5,0.0,1.0,0.0,0.4,True
BRUNOTIS_138KVBRU-FOR_1_LN,pano,BRUNOTIS 138KV - FORBES 138KV (BRUNOTIS 138 KV BRU-FOR),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
BRUNOTIS_138KVBRU-FOR_1_LN,dayzer,BRUNOTIS_138 KV_BRU-FOR:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2222,True
KELFORD 115 KV  126A,pano,EARLEYS 115KV - KELFORD 115KV (KELFORD 115 KV 126A),high,0.7833,0.6667,1.0,1.0,0.5,0.5992,False
KELFORD 115 KV  126A,dayzer,KELFORD_115 KV_126A:ACTUAL,medium,0.55,0.8,0.0,1.0,0.0,0.4833,False
138 SILV 345 KV 138 SILVER 45TR82 CT,pano,138 SILV 345KV - 138 SILV 1KV (138 SILV 345 KV TR82CT-P),medium,0.6944,0.5,1.0,1.0,0.4444,0.625,False
138 SILV 345 KV 138 SILVER 45TR82 CT,dayzer,138 SILV_345 KV_TR82CT-P:345L14401 Wayne-Silver Lake 345 kV Line,low,0.4357,0.5714,0.0,1.0,0.0,0.4357,True
EDANVILL 138 KV EDANVILL-BANISTER,pano,EDANVILL 138KV - BANISTER 138KV (EDANVILL 138 KV EDA-BAN1),high,0.8769,0.8,1.0,1.0,0.7692,0.7417,False
EDANVILL 138 KV EDANVILL-BANISTER,dayzer,EDANVILL_138 KV_EDA-BAN1:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
08LAPLJT138 KV  08L-SAN1,pano,08LAPLJT138 KV  08L-SAN1,medium,0.6833,1.0,0.0,1.0,0.3333,0.6786,True
08LAPLJT138 KV  08L-SAN1,dayzer,08LAPLJT_138 KV_08L-SAN1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
FACEROCK69 KV   FAROZBR,pano,FACEROCK69 KV   FAROZBR,high,0.9667,1.0,1.0,1.0,0.6667,0.8833,False
FACEROCK69 KV   FAROZBR,dayzer,FACEROCK_69 KV_FAROZBR:500/230.Conastone.500-4,low,0.35,0.4,0.0,1.0,0.0,0.35,True
ETOWANDA-NMESHOPP ETL 1057 B 115 KV,pano,ETOWANDA 115KV - NMESHOPP 115KV (ETOWANDA 115 KV ETO-NME),high,0.8261,0.7273,1.0,1.0,0.625,0.7261,False
