bus_id,zone_name,timestamp,date,he,actual_pd,predicted_pd,model,horizon
RNG_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,88.287,87.599,baseline_lag_168h,next_day
SPW_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,109.144,108.292,baseline_lag_168h,next_day
WF_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,104.929,104.11,baseline_lag_168h,next_day
WIN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,150.532,149.357,baseline_lag_168h,next_day
BI_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,97.506,95.952,baseline_lag_168h,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,98.825,48.355,baseline_lag_168h,next_day
CTZ_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,680.345,669.504,baseline_lag_168h,next_day
CVN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,94.758,93.248,baseline_lag_168h,next_day
DOWGEN_138KV_16,COAS,2022-04-01 15:00:00,2022-04-01,16,189.296,186.28,baseline_lag_168h,next_day
DUN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,91.79,90.327,baseline_lag_168h,next_day
FL_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,96.957,95.412,baseline_lag_168h,next_day
FZ_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,107.949,106.229,baseline_lag_168h,next_day
GN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,128.946,126.891,baseline_lag_168h,next_day
HAT_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,80.138,78.861,baseline_lag_168h,next_day
MAR_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,95.088,93.573,baseline_lag_168h,next_day
