bus_id,zone_name,timestamp,date,he,actual_pd,p10,p50,p90,interval_width,covered_p10_p90,peak_load_flag
SMI_138KV_1,SCEN,2022-04-01 11:00:00,2022-04-01,12,59.329,52.83334159437926,57.84534092697537,79.64619112850006,26.8128495341208,True,False
SNDSW_138KV_1,SCEN,2022-04-01 11:00:00,2022-04-01,12,199.542,135.4187470740224,161.18899283144987,188.6530877188528,53.23434064483038,False,False
DESSAU_138KV_1,SCEN,2022-04-01 12:00:00,2022-04-01,13,157.038,118.3393722889181,137.30633088954158,172.9019029114821,54.562530622564,True,False
SMI_138KV_1,SCEN,2022-04-01 12:00:00,2022-04-01,13,59.254,52.40070202920494,58.10160101718891,79.64619112850006,27.24548909929512,True,False
SNDSW_138KV_1,SCEN,2022-04-01 12:00:00,2022-04-01,13,199.894,135.66409422085061,161.18899283144987,188.99824992091885,53.33415570006824,False,False
DESSAU_138KV_1,SCEN,2022-04-01 13:00:00,2022-04-01,14,157.828,118.63926905348535,137.30633088954158,172.95031356920316,54.31104451571781,True,False
SMI_138KV_1,SCEN,2022-04-01 13:00:00,2022-04-01,14,59.552,52.695963599275004,58.24085020351771,79.33296968188796,26.637006082612956,True,False
SNDSW_138KV_1,SCEN,2022-04-01 13:00:00,2022-04-01,14,199.181,135.96399098541787,161.18899283144987,189.04666057863992,53.08266959322205,False,False
DESSAU_138KV_1,SCEN,2022-04-01 14:00:00,2022-04-01,15,161.32,119.04091686945958,135.80380071174264,173.36818333598706,54.327266466527476,True,False
SMI_138KV_1,SCEN,2022-04-01 14:00:00,2022-04-01,15,60.214,52.83879799051248,58.24085020351771,79.33296968188796,26.494171691375477,True,False
SNDSW_138KV_1,SCEN,2022-04-01 14:00:00,2022-04-01,15,199.452,136.3656388013921,159.72946159174472,189.0968745318728,52.731235730480705,False,False
DESSAU_138KV_1,SCEN,2022-04-01 15:00:00,2022-04-01,16,163.933,118.78451720805204,137.49817720308212,172.83944681626207,54.05492960821003,True,False
SMI_138KV_1,SCEN,2022-04-01 15:00:00,2022-04-01,16,61.384,52.84616073516335,57.92980066664333,78.96210305223282,26.115942317069468,True,False
SNDSW_138KV_1,SCEN,2022-04-01 15:00:00,2022-04-01,16,205.932,136.22009512756665,161.18899283144987,188.5681380121478,52.34804288458116,False,False
DESSAU_138KV_1,SCEN,2022-04-01 16:00:00,2022-04-01,17,169.675,121.27254836311783,141.40040069451328,180.00906283446528,58.73651447134745,True,False
SMI_138KV_1,SCEN,2022-04-01 16:00:00,2022-04-01,17,63.093,54.10177218588672,58.966387073607876,78.96210305223282,24.860330866346096,True,False
SNDSW_138KV_1,SCEN,2022-04-01 16:00:00,2022-04-01,17,214.237,141.77909257802392,165.91779456091288,188.89023231114524,47.11113973312132,False,True
DESSAU_138KV_1,SCEN,2022-04-01 17:00:00,2022-04-01,18,174.005,126.56309218855075,145.58170009227325,180.2508975959726,53.687805407421834,True,False
SMI_138KV_1,SCEN,2022-04-01 17:00:00,2022-04-01,18,64.256,56.99267713654894,62.01418040030211,79.02716549564308,22.034488359094134,True,False
SNDSW_138KV_1,SCEN,2022-04-01 17:00:00,2022-04-01,18,218.188,143.28572821715454,171.33983163943165,189.14641846113847,45.860690243983925,False,True
DESSAU_138KV_1,SCEN,2022-04-01 18:00:00,2022-04-01,19,172.716,128.5769733520715,149.25916120361288,180.2508975959726,51.6739242439011,True,False
SMI_138KV_1,SCEN,2022-04-01 18:00:00,2022-04-01,19,63.265,56.95614268109259,62.32522993717649,79.39803212529822,22.44188944420563,True,False
